spam	FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam	For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
ham	Guess he wants alone time. We could just show up and watch when they do..
ham	I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
ham	Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham	Check audrey's status right now
spam	Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham	Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
ham	I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book
ham	I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham	You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.
ham	I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham	Oh god. I'm gonna Google nearby cliffs now.
ham	Yes but i dont care! I need you bad, princess!
ham	Dude ive been seeing a lotta corvettes lately
ham	"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
ham	At the funeral home with Audrey and dad
ham	Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
ham	A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham	Are you ok. What happen to behave like this
ham	Hmph. Go head, big baller.
ham	Does she usually take fifteen fucking minutes to respond to a yes or no question
ham	MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham	Ya tel, wats ur problem..
ham	Shant disturb u anymore... Jia you...
ham	Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham	Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
ham	Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.
ham	Oh did you charge camera
ham	Yup...
ham	They will pick up and drop in car.so no problem..
ham	Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
spam	URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
ham	Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.
ham	Just sleeping..and surfing
ham	I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.
spam	Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate
ham	Ok but tell me half an hr b4 u come i need 2 prepare.
ham	Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.
ham	Lol well don't do it without me. We could have a big sale together.
ham	We confirm eating at esplanade?
spam	Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham	Just taste fish curry :-P
spam	FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
ham	Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham	Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? 
ham	Do u noe how 2 send files between 2 computers?
ham	Yeah, don't go to bed, I'll be back before midnight
ham	Ok. C u then.
ham	I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham	yay! finally lol. i missed our cinema trip last week :-(
ham	, how's things? Just a quick question.
ham	Hey. You got any mail?
ham	Two teams waiting for some players
ham	Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
ham	Go chase after her and run her over while she's crossing the street
ham	Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
ham	Oh ho. Is this the first time u use these type of words
ham	I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...
ham	He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham	Lmao but its so fun...
ham	Then what about further plan?
ham	Aight, I'll text you when I'm back
ham	He remains a bro amongst bros
ham	You need to get up. Now.
ham	7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
ham	PS U no ur a grown up now right?
ham	"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
ham	Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham	I want to be there so i can kiss you and feel you next to me
ham	Its ok., i just askd did u knw tht no?
ham	Yep then is fine 7.30 or 8.30 for ice age.
ham	If e timing can, then i go w u lor...
ham	Hahaha..use your brain dear
ham	Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me
ham	I think steyn surely get one wicket:)
ham	Tell them no need to investigate about me anywhere.
ham	Huh so late... Fr dinner?
ham	Huh y lei...
ham	Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?
ham	What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham	Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham	Where in abj are you serving. Are you staying with dad or alone.
ham	Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
spam	U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham	Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
ham	o turns out i had stereo love on mi phone under the unknown album.
ham	Cant think of anyone with * spare room off * top of my head
spam	Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham	Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly
ham	Nope, I'm still in the market
ham	That's one of the issues but california is okay. No snow so its manageable
spam	Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham	Good Morning plz call me sir
ham	Thank u!
ham	Babe, I'm back ... Come back to me ...
ham	Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham	No probs hon! How u doinat the mo?
ham	I am not sure about night menu. . . I know only about noon menu
ham	It only does simple arithmetic not percentages.
ham	Already one guy loving you:-.
ham	It's justbeen overa week since we broke up and already our brains are going to mush!
ham	Are you driving or training?
ham	10 min later k...
ham	I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
spam	FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop
ham	Sounds like you have many talents! would you like to go on a dinner date next week?
ham	Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
ham	I am late. I will be there at
ham	Wanna do some art?! :D
ham	Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham	I am great princess! What are you thinking about me? :)
ham	Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.
ham	Ok which your another number
ham	Aight should I just plan to come up later tonight?
ham	I'm going out to buy mum's present ar.
ham	What's the significance?
ham	K. Did you call me just now ah? 
ham	Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.
ham	Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!
ham	Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
ham	Black shirt n blue jeans... I thk i c ü...
ham	Does not operate after  &lt;#&gt;  or what
ham	Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham	Oh god..taken the teeth?is it paining
ham	Why don't you wait 'til at least wednesday to see if you get your .
ham	Easy ah?sen got selected means its good..
ham	Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her
spam	WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
spam	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
ham	Does daddy have a bb now.
spam	CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
ham	Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham	ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
spam	Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham	Aiyo please ü got time meh.
ham	Depends on where u going lor.
ham	I can make lasagna for you... vodka...
ham	Ok i thk i got it. Then u wan me 2 come now or wat?
ham	Life style garments account no please.
spam	Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply
ham	"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
ham	It could work, we'll reach a consensus at the next meeting
ham	Any way where are you and what doing.
ham	Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb
ham	I will treasure every moment we spend together...
ham	Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e
ham	How's ur paper?
ham	I gotta collect da car at 6 lei.
ham	How much u trying to get?
ham	I've reached sch already...
ham	K still are you loving me.
ham	Send me your id and password
ham	I cant pick the phone right now. Pls send a message
ham	I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
spam	Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply
spam	U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT
ham	From tomorrow onwards eve 6 to 3 work.
ham	Get ready for  &lt;#&gt;  inches of pleasure...
ham	Yo, you around? Just got my car back
ham	Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham	Hope you are feeling great. Pls fill me in. Abiola
ham	Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.
ham	I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham	Goodmorning,my grandfather expired..so am on leave today.
ham	Yeah get the unlimited
ham	Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.
ham	There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham	That means you got an A in epi, she.s fine. She.s here now.
spam	This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
ham	Hey you told your name to gautham ah?
ham	Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
spam	Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham	I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
ham	Please ask mummy to call father
ham	Sorry, got a late start, we're on the way
ham	I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
ham	God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U
ham	Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham	Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
ham	&lt;#&gt;  w jetton ave if you forgot
ham	How will I creep on you now? ;_;
ham	Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
ham	Haha... Hope ü can hear the receipt sound... Gd luck!
ham	Ok
ham	Not..tel software name..
ham	As usual u can call me ard 10 smth.
ham	Havent.
ham	Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham	Was playng 9 doors game and gt racing on phone lol
ham	Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
ham	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham	That's the way you should stay oh.
ham	1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
ham	MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham	There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
spam	Money i have won wining number 946 wot do i do next
ham	"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
spam	Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham	If you're not in my car in an hour and a half I'm going apeshit
spam	You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm
spam	You have 1 new voicemail. Please call 08719181513.
ham	You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham	I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad
ham	Shall i start from hear.
ham	Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham	Me sef dey laugh you. Meanwhile how's my darling anjie!
ham	Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.
ham	Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!
ham	Draw va?i dont think so:)
ham	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham	Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?
spam	Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
ham	How come i din c ü... Yup i cut my hair...
ham	You all ready for * big day tomorrow?
ham	SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
ham	Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham	Hey elaine, is today's meeting still on?
ham	Can u look 4 me in da lib i got stuff havent finish yet.
ham	Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham	Great! I shoot big loads so get ready!
ham	Are you this much buzy
ham	Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham	Oh k...i'm watching here:)
ham	I cant pick the phone right now. Pls send a message
ham	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham	Whens your radio show?
ham	Now am free call me pa.
ham	Ah, well that confuses things, doesn‘t it?
ham	Did u got that persons story
ham	Did u got that persons story
spam	You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham	Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was
ham	Nope. I just forgot. Will show next week
ham	Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...
ham	I'm in inside office..still filling forms.don know when they leave me.
ham	K, want us to come by now?
ham	No need to ke qi... Ü too bored izzit y suddenly thk of this...
ham	Yeah, we can probably swing by once my roommate finishes up with his girl
spam	+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham	K, wat s tht incident?
ham	That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. 
ham	You still at grand prix?
ham	Boo. How's things? I'm back at home and a little bored already :-(
ham	If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
ham	Ffffffffff. Alright no way I can meet up with you sooner?
ham	Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
spam	Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
spam	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham	"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
ham	Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry
ham	Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham	Booked ticket for pongal?
ham	Please tell me not all of my car keys are in your purse
ham	OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
spam	Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text
ham	Yup but it's not giving me problems now so mayb i'll jus leave it...
ham	What happened to our yo date?
spam	"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468"
ham	God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
ham	I cant pick the phone right now. Pls send a message
ham	Not sure I have the stomach for it ...
spam	INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
ham	Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
ham	Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do
ham	Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham	All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
ham	No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham	Sday only joined.so training we started today:)
ham	Siva is in hostel aha:-.
ham	Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.
ham	Have you started in skye
ham	Huh but i cant go 2 ur house empty handed right?
ham	Hi:)cts employee how are you?
spam	Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham	You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management
spam	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
spam	Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
spam	Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham	Ok lor...
ham	LOL ... No just was busy
ham	I tot u reach liao. He said t-shirt.
ham	Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash
ham	What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? 
ham	Dear where you. Call me
