y,x0,x1
1.000000000000000000e+00,7.730169346598478874e-01,8.167050106762755446e-01
1.000000000000000000e+00,2.811591409918925422e-01,7.915812228496058589e-01
-1.000000000000000000e+00,3.969712841861736674e-01,5.436956492094292548e-01
-1.000000000000000000e+00,1.561845853065626510e-01,1.149413637944906030e-01
-1.000000000000000000e+00,5.462254340670188446e-01,2.775432517674987221e-01
1.000000000000000000e+00,9.147298002684245422e-01,8.771582557983079731e-01
1.000000000000000000e+00,5.480483804952250848e-01,5.571056036752553009e-01
1.000000000000000000e+00,8.750401697283192171e-01,9.688990899668680212e-01
-1.000000000000000000e+00,8.693212797165661421e-02,4.463068285614146813e-01
1.000000000000000000e+00,4.598375862902908118e-01,8.810994801265042975e-01
-1.000000000000000000e+00,3.757937993395965570e-02,3.157852668502673099e-01
-1.000000000000000000e+00,1.644957474326235181e-01,7.126782272435483456e-01
-1.000000000000000000e+00,4.696837654443807297e-01,7.651211500270849175e-02
-1.000000000000000000e+00,3.457483908016467655e-01,6.395094766845679235e-01
1.000000000000000000e+00,8.106231383282292979e-01,4.007879765862863986e-01
-1.000000000000000000e+00,2.198238787111499448e-01,3.812991804733401047e-01
-1.000000000000000000e+00,7.804157051854651028e-01,1.695647137097033852e-01
-1.000000000000000000e+00,1.332143858129445357e-01,6.990228277977402760e-01
1.000000000000000000e+00,2.147236390512209381e-01,8.529417155381071591e-01
1.000000000000000000e+00,8.302333072606401521e-01,4.886383657396295987e-01
1.000000000000000000e+00,6.565655768761827771e-01,6.457323732473402300e-01
1.000000000000000000e+00,7.214153912553155079e-01,2.401191402571628553e-01
-1.000000000000000000e+00,1.323621993588250945e-01,3.770522982995052619e-01
-1.000000000000000000e+00,4.977100693580231994e-01,6.548100620049546183e-02
-1.000000000000000000e+00,2.540307903435575776e-01,6.519108537876683318e-01
1.000000000000000000e+00,9.925329991819680231e-01,8.009199234853079385e-01
1.000000000000000000e+00,9.871058868993810576e-01,8.958814489034055972e-01
1.000000000000000000e+00,7.329421343906131758e-01,7.162614142817553819e-01
1.000000000000000000e+00,9.944219413039141475e-01,7.052213028969684938e-01
-1.000000000000000000e+00,2.072586215931685460e-01,7.856577766861695400e-01
-1.000000000000000000e+00,6.419590805832910974e-01,3.274665648965369158e-01
-1.000000000000000000e+00,3.809536714273964453e-02,7.312617957403662050e-01
-1.000000000000000000e+00,7.506710432993660698e-01,1.265072249195027254e-01
1.000000000000000000e+00,8.343988342644053091e-01,1.841024147367045227e-01
-1.000000000000000000e+00,1.758563408675866135e-01,4.620185467796678047e-01
1.000000000000000000e+00,9.017343818930201316e-01,6.451069718007419462e-01
1.000000000000000000e+00,4.645860976665043829e-01,8.036931879984066107e-01
-1.000000000000000000e+00,1.095113168514771917e-01,5.896622604055185013e-01
1.000000000000000000e+00,2.595460748012538010e-01,6.656903665016161709e-01
1.000000000000000000e+00,8.248707100076894116e-01,5.982805782011830775e-01
1.000000000000000000e+00,6.066008767832432591e-01,7.002726085427883884e-01
-1.000000000000000000e+00,4.960382430993948155e-03,9.641836628417100874e-01
1.000000000000000000e+00,9.187704651055217386e-02,9.457729354805407551e-01
1.000000000000000000e+00,2.146449197939926945e-01,9.362964528123883801e-01
1.000000000000000000e+00,7.650517822114389910e-01,7.758744085669813106e-01
1.000000000000000000e+00,7.910586028200941033e-01,7.463191757483961242e-01
-1.000000000000000000e+00,3.116241907975170200e-01,3.477116968694634602e-01
1.000000000000000000e+00,3.473903707850247713e-01,9.182780921232864824e-01
1.000000000000000000e+00,9.469950080796307734e-01,8.927011126301536148e-01
-1.000000000000000000e+00,1.636710794703860605e-01,8.530396603820045165e-02
